"Timestamp","Age","Gender","Country","state","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence","comments"
2014-08-27 16:18:44,43,"M","United States","CA","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Yes","Maybe","No","No","No","Yes","Don't know","No",NA
2014-08-27 16:19:05,18,"Female","United Kingdom",NA,"No","Yes","Yes","Sometimes","1-5","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","Don't know","No","I don't have a job :D"
2014-08-27 16:19:25,29,"male","United States","IL","No","No","Yes","Rarely","6-25","No","Yes","Yes","Yes","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No",NA
2014-08-27 16:20:36,48,"M","United States","TX","No","No","No","Never","6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","No","No","No","Maybe","Don't know","No",NA
2014-08-27 16:20:40,43,"male","Germany",NA,"No","No","Yes","Sometimes","26-100","No","No","No","Yes","Don't know","No","Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","No","Yes","No","Yes",NA
2014-08-27 16:21:11,28,"Female","United States","NY","No","Yes","Yes","Sometimes","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Yes","Maybe","Some of them","No","No","Maybe","Don't know","No",NA
2014-08-27 16:21:24,30,"Male","United States","CA","Yes","Yes","Yes","Often","1-5","Yes","Yes","No","Yes","No","No","Yes","Very easy","No","No","Yes","Yes","No","No","Yes","No",NA
2014-08-27 16:21:54,26,"Male","Israel","MD","No","No","No","Sometimes","6-25","No","Yes","No","No","No","No","Yes","Very easy","Maybe","No","Some of them","Yes","No","Maybe","Yes","No","Israel has public health insurance for everyone. Everyone has free mental health coverage and it's quite good. So that explains some of my answers."
2014-08-27 16:21:55,33,"Male","Italy",NA,"No","No","No","Never","6-25","No","No","No","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","No","No",NA
2014-08-27 16:22:10,31,"Male","United States","CA","No","No","No",NA,"More than 1000","No","Yes","Yes","Not sure","Don't know","Don't know","Yes","Don't know","No","No","No","Some of them","No","No","Yes","No",NA
2014-08-27 16:22:17,30,"M","United States","PA","No","No","No","Rarely","100-500","No","No","Don't know","Not sure","No","No","Don't know","Don't know","No","No","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-27 16:23:14,27,"Male","Israel",NA,"No","No","No",NA,"26-100","No","Yes","No","No","No","No","Don't know","Somewhat difficult","Yes","No","Some of them","No","No","Maybe","No","Yes",NA
2014-08-27 16:25:26,24,"Female","United States","CA","Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","No","No","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Some of them","No","No","Don't know","Yes",NA
2014-08-27 16:26:03,25,"male","United States","WA","No","No","No",NA,"26-100","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No",NA
2014-08-27 16:27:04,23,"Female","United States","NY","No","Yes","Yes","Often","More than 1000","No","Yes","Yes","Not sure","Don't know","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Yes","Yes",NA
2014-08-27 16:27:47,36,"m","United States","TX","No","No","Yes","Sometimes","More than 1000","No","No","Yes","Not sure","No","No","Don't know","Somewhat difficult","Yes","Maybe","Some of them","No","No","No","No","Yes","Stigma is the worst. People first language is a small step but we can't get that right."
2014-08-27 16:28:10,25,"female","United States","CA","Yes","Yes","Yes","Often","1-5","Yes","Yes","Don't know","Not sure","No","No","Yes","Somewhat difficult","Yes","No","Some of them","No","No","Maybe","No","Yes",NA
2014-08-27 16:28:20,54,"Male","United Kingdom",NA,"No","No","Yes","Sometimes","More than 1000","Yes","No","No","Yes","Yes","Yes","Yes","Very easy","No","No","Yes","Yes","Maybe","Maybe","No","No",NA
2014-08-27 16:29:05,34,"Male","Netherlands",NA,"No","No","No","Rarely","6-25","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Somewhat easy","No","No","Some of them","Some of them","No","Maybe","Yes","No","-"
2014-08-27 16:29:23,38,"female","United States","AZ","No","No","Yes",NA,"26-100","No","Yes","Yes","Yes","No","No","Yes","Don't know","Maybe","Maybe","No","No","No","No","No","No",NA
2014-08-27 16:31:16,40,"Male","Ireland",NA,"Yes","Yes","No",NA,"More than 1000","No","Yes","No","No","No","No","No","Don't know","Yes","Maybe","Some of them","No","No","Maybe","No","Yes",NA
2014-08-27 16:32:31,32,"male","United Kingdom",NA,"No","No","No",NA,"26-100","No","Yes","No","Not sure","No","Don't know","Don't know","Don't know","No","No","No","Some of them","No","Maybe","Don't know","No",NA
2014-08-27 16:34:18,25,"Male","Germany",NA,"No","No","No","Never","More than 1000","No","No","Don't know","Not sure","Don't know","Yes","Don't know","Don't know","No","No","Yes","Yes","No","Yes","Don't know","No",NA
2014-08-27 16:35:02,35,"Female","United States","OH","No","No","Yes","Sometimes","100-500","No","Yes","No","Yes","No","No","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","No","No",NA
2014-08-27 16:36:57,46,"male","United States","CA","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Yes","No",NA
2014-08-27 16:39:00,42,"male","United States","KS","No","No","No","Never","100-500","No","No","Yes","No","Yes","No","Don't know","Very difficult","Maybe","No","Yes","Yes","Maybe","Yes","No","No",NA
2014-08-27 16:39:01,32,"male","United Kingdom",NA,"No","Yes","Yes","Sometimes","6-25","Yes","Yes","Yes","No","No","No","Don't know","Don't know","No","No","Yes","Yes","Maybe","Maybe","Yes","No",NA
2014-08-27 16:40:35,47,"M","United States","CA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Don't know","Very easy","No","No","Some of them","Yes","No","Yes","Yes","No",NA
2014-08-27 16:42:00,22,"Male","United States","CA","No","No","No",NA,"More than 1000","No","Yes","Yes","Not sure","Yes","Don't know","Yes","Don't know","No","No","Some of them","Yes","No","Maybe","Yes","No",NA
2014-08-27 16:42:55,33,"Female","United States","NY","No","No","Yes","Sometimes","500-1000","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","Very easy","No","No","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-27 16:47:48,25,"f","United States","WA","No","No","No","Sometimes","6-25","No","Yes","No","No","No","No","No","Somewhat easy","Maybe","No","Some of them","No","No","No","Yes","No",NA
2014-08-27 16:53:54,29,"M","United States","CA","No","No","No",NA,"More than 1000","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","No","No","No","Maybe","Don't know","No",NA
2014-08-27 16:55:04,39,"Male","United States","WA","No","No","No","Never","26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Yes","Yes","No","No","Yes","No","I work for an extremely supportive company and we are amazingly open about mental health issues. Employees often share their struggles with the whole team and receive a high level of support in return."
2014-08-27 17:00:15,38,"male","United States","VA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Not sure","Yes","Yes","Yes","Don't know","Yes","No","No","No","No","No","No","No",NA
2014-08-27 17:03:02,43,"Male","United States","NC","No","No","No",NA,"6-25","Yes","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No",NA
2014-08-27 17:04:29,46,"Male","United States","OH","No","No","Yes","Rarely","500-1000","Yes","Yes","Yes","Not sure","Yes","Yes","Yes","Don't know","No","No","Some of them","Yes","No","Maybe","Yes","No",NA
2014-08-27 17:08:18,38,"Female","United States","PA","No","Yes","Yes","Sometimes","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Very easy","Maybe","No","Yes","Yes","No","No","No","Yes",NA
2014-08-27 17:09:23,33,"Male","Germany",NA,"No","No","Yes","Sometimes","6-25","No","Yes","Yes","Yes","No","No","Yes","Very easy","Yes","Yes","Some of them","Some of them","No","Maybe","No","No",NA
2014-08-27 17:10:56,34,"Male","United Kingdom",NA,"No","Yes","Yes","Often","26-100","No","Yes","No","Yes","No","No","Yes","Very easy","Maybe","Maybe","Yes","Yes","No","No","No","No",NA
2014-08-27 17:12:01,62,"M","United States","CA","No","No","No","Never","More than 1000","No","Yes","Yes","Yes","Don't know","Yes","Don't know","Don't know","Maybe","No","Some of them","Yes","Maybe","Maybe","Yes","No",NA
2014-08-27 17:14:36,23,"F","United States","TX","No","No","No",NA,"More than 1000","No","No","Don't know","Not sure","Don't know","Don't know","Yes","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-27 17:15:25,35,"Male","United States","AZ","No","No","No",NA,"More than 1000","No","No","No","No","No","No","Don't know","Don't know","Maybe","Maybe","No","No","No","No","No","No",NA
2014-08-27 17:19:05,25,"Male","Bosnia and Herzegovina",NA,"No","Yes","No","Rarely","26-100","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","Yes","No","No","No","No","Don't know","Yes",NA
2014-08-27 17:22:29,36,"M","United States","IL","Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","Don't know","Yes","Don't know","No","Yes","Somewhat difficult","Maybe","No","Some of them","Yes","No","Yes","Yes","No",NA
2014-08-27 17:32:04,41,"Female","United States",NA,"No","Yes","Yes","Rarely","500-1000","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","Maybe","Maybe","Some of them","Some of them","No","No","Yes","No",NA
2014-08-27 17:33:51,24,"male","Austria",NA,"Yes","No","No","Sometimes","1-5","No","Yes","Yes","Yes","Don't know","Don't know","Yes","Somewhat easy","No","No","Some of them","Some of them","Maybe","Maybe","Yes","No",NA
2014-08-27 17:33:52,51,"Male","New Zealand",NA,"No","No","Yes","Sometimes","26-100","Yes","Yes","No","Yes","Yes","No","No","Somewhat difficult","Yes","Yes","No","No","No","No","Don't know","Yes",NA
2014-08-27 17:33:52,29,"M","United States","NC","No","No","Yes","Sometimes","6-25","No","Yes","Yes","Yes","No","Yes","Yes","Very easy","No","No","No","Some of them","No","No","Yes","No",NA
2014-08-27 17:37:41,31,"Female","Canada",NA,"Yes","Yes","Yes","Sometimes","100-500","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Yes","No","No","Yes","No",NA
2014-08-27 17:39:58,27,"Male","United Kingdom",NA,"No","No","No",NA,"6-25","No","Yes","No","No","No","No","Don't know","Don't know","No","No","Some of them","Yes","No","Yes","Don't know","No",NA
2014-08-27 17:41:44,31,"Male","Australia",NA,"No","No","Yes","Rarely","100-500","No","Yes","Yes","Yes","Yes","Yes","Don't know","Somewhat easy","No","No","Yes","Yes","Yes","Yes","No","No",NA
2014-08-27 17:42:49,27,"female","Hungary",NA,"Yes","Yes","No","Sometimes","1-5","Yes","Yes","No","No","No","No","No","Very difficult","Yes","Maybe","No","No","No","Maybe","No","No",NA
2014-08-27 17:46:17,23,"Male","Sweden",NA,"No","No","No","Rarely","6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No",NA
2014-08-27 17:47:45,21,"Male","Canada",NA,"No","No","No","Never","26-100","No","Yes","Don't know","Not sure","Don't know","No","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","Don't know","No",NA
2014-08-27 17:48:54,27,"Female","Australia",NA,"No","Yes","Yes","Sometimes","6-25","No","Yes","No","Yes","No","No","No","Somewhat difficult","Yes","No","Some of them","Some of them","No","No","No","No",NA
2014-08-27 17:49:21,39,"M","United States","WI","No","Yes","Yes","Often","26-100","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","Somewhat easy","Yes","No","Some of them","Yes","No","No","No","No",NA
2014-08-27 17:49:30,26,"M","United States","CA","No","Yes","Yes","Never","More than 1000","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","No","No","No","No","No","No",NA
2014-08-27 17:52:31,27,"Male","United Kingdom",NA,"No","No","No","Never","6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-27 17:56:50,22,"Female","United States","CA","No","Yes","Yes","Sometimes","500-1000","No","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","No","No","Some of them","Some of them","No","No","No","Yes",NA
2014-08-27 18:00:39,26,"F","United States","MN","No","Yes","Yes","Often","100-500","No","No","Don't know","No","No","No","Don't know","Somewhat difficult","Maybe","No","No","No","No","Maybe","No","No",NA
2014-08-27 18:02:32,31,"Female","United States","PA","No","Yes","Yes","Rarely","100-500","No","Yes","Yes","Yes","No","No","Yes","Somewhat easy","No","No","Yes","Yes","No","No","Yes","No",NA
2014-08-27 18:02:42,32,"male","United Kingdom",NA,"No","No","No","Never","6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Yes","Yes","Yes","Yes","Yes","No",NA
2014-08-27 18:12:55,28,"female","United States","CA","No","Yes","Yes","Often","100-500","Yes","Yes","Yes","No","No","Don't know","Don't know","Don't know","Yes","Yes","Some of them","Some of them","No","No","No","Yes",NA
2014-08-27 18:13:38,28,"Androgyne","United Kingdom",NA,"No","Yes","Yes","Rarely","100-500","No","Yes","No","Not sure","No","No","Yes","Somewhat difficult","Yes","Yes","Some of them","Some of them","Yes","No","No","Yes","I bring up my depression in interviews solely because I have a large gap on my CV due to mental health issues which could be mistaken for a gap taken to say have children which I feel would harm my chances much more. I have other MH issues I would never bring up with employers or peers."
2014-08-27 18:14:59,23,"female","United Kingdom",NA,"No","No","No",NA,"6-25","No","Yes","Don't know","Not sure","No","No","Don't know","Very easy","Maybe","No","No","Some of them","No","Yes","Yes","No",NA
2014-08-27 18:16:52,30,"Male","United Kingdom",NA,"No","No","No","Never","26-100","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No",NA
2014-08-27 18:18:18,36,"Male","United States","CA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","No","No","Yes","Don't know","Somewhat difficult","Yes","No","Some of them","Yes","No","Yes","No","No",NA
2014-08-27 18:22:05,21,"M","United States","CA","No","Yes","No",NA,"More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","No","No","Some of them","Yes","No","Maybe","Yes","No",NA
